,,telegraaf
junk,somalier,0.5470225552028873
junk,somaliers,0.3346053021926081
junk,surinamer,0.6953037140447732
junk,surinamers,0.17883149468861093
junk,syrier,0.5570574108556915
junk,syriers,0.3830992324787843
junk,turk,0.7105434617482084
junk,turken,0.09457510248252085
junk,vluchteling,0.5035283362214428
junk,vluchtelingen,0.12841261477742108
junk,westers,0.2837060174128897
junks,afgaan,0.0808473798527509
junks,afghanen,0.61549670611457
junks,allochtonen,0.5521240113297476
junks,allochtoon,0.31322756098347193
junks,antilliaan,0.1941954659690318
junks,antillianen,0.6601160581164345
junks,arabier,0.23763848289773137
junks,arabieren,0.4913707801373336
junks,belg,-0.18093411310238766
junks,belgen,0.30175614722385563
junks,christen,0.06635198528480288
junks,christenen,0.5320756215408586
junks,duitser,-0.1271833617961051
junks,duitsers,0.30419888854019006
junks,expat,0.232093953473055
junks,expats,0.6159555126645051
junks,immigrant,0.29229181214369626
junks,immigranten,0.6154178710489075
junks,irakees,0.3669752177026476
junks,irakezen,0.599270925276484
junks,marokkaan,0.30160512386834804
junks,marokkanen,0.626207171659148
junks,migrant,0.20114058992532227
junks,migranten,0.5672409010319981
junks,moslim,0.268776381626258
junks,moslims,0.478559562824619
junks,nederlander,0.004672615490215297
junks,nederlanders,0.44378408229920874
junks,somalier,0.1574187099247797
junks,somaliers,0.34278239483581896
junks,surinamer,0.23063220711849772
junks,surinamers,0.5995034645052422
junks,syrier,0.20480227597598036
junks,syriers,0.33134897979133693
junks,turk,0.2305190972043891
junks,turken,0.4493195893492241
junks,vluchteling,0.30538489019167453
junks,vluchtelingen,0.5952449342243336
junks,westers,-0.04111946219416278
onderontwikkeld,afgaan,0.022909497333415484
onderontwikkeld,afghanen,0.26456429993307073
onderontwikkeld,allochtonen,0.1475004050191581
onderontwikkeld,allochtoon,0.3404300689426799
onderontwikkeld,antilliaan,0.3430338306880449
onderontwikkeld,antillianen,0.28811913687081003
onderontwikkeld,arabier,0.49351342103386264
onderontwikkeld,arabieren,0.2579422537659224
onderontwikkeld,belg,0.13211882812528114
onderontwikkeld,belgen,0.06742863204279087
onderontwikkeld,christen,0.27348530450924463
onderontwikkeld,christenen,0.24621947985327697
onderontwikkeld,duitser,0.17686098095724234
onderontwikkeld,duitsers,0.08437569673500701
onderontwikkeld,expat,0.5556803275390926
onderontwikkeld,expats,0.2164730356521296
onderontwikkeld,immigrant,0.3476740730072761
onderontwikkeld,immigranten,0.15204121329523984
onderontwikkeld,irakees,0.38992195926994955
onderontwikkeld,irakezen,0.12249044203929535
onderontwikkeld,marokkaan,0.1912119892821602
onderontwikkeld,marokkanen,0.10940821588018679
onderontwikkeld,migrant,0.41093681788508774
onderontwikkeld,migranten,0.19239930621923126
onderontwikkeld,moslim,0.19109680375126978
onderontwikkeld,moslims,0.12361661720063143
onderontwikkeld,nederlander,0.10576585638291534
onderontwikkeld,nederlanders,0.03377559584000512
onderontwikkeld,somalier,0.5683426053031151
onderontwikkeld,somaliers,0.7228922169132599
onderontwikkeld,surinamer,0.37006729200681465
onderontwikkeld,surinamers,0.28948022307670634
onderontwikkeld,syrier,0.5944503230450237
onderontwikkeld,syriers,0.6065914213169669
onderontwikkeld,turk,0.24779899375868403
onderontwikkeld,turken,0.14541415128409332
onderontwikkeld,vluchteling,0.32331256457158575
onderontwikkeld,vluchtelingen,0.11748921168705953
onderontwikkeld,westers,0.5827141646269782
overlastgevende,afgaan,0.0719422545636293
overlastgevende,afghanen,0.4871584267463077
overlastgevende,allochtonen,0.566858099407293
overlastgevende,allochtoon,0.39815255286758156
overlastgevende,antilliaan,0.174061893803984
overlastgevende,antillianen,0.7422679477422325
overlastgevende,arabier,0.20554015385249078
overlastgevende,arabieren,0.46140691824821484
overlastgevende,belg,-0.2671843567748484
overlastgevende,belgen,0.12079686556709857
overlastgevende,christen,0.11549309894700696
overlastgevende,christenen,0.487867097159588
overlastgevende,duitser,-0.22165094994144827
overlastgevende,duitsers,0.14611811986988268
overlastgevende,expat,0.2772408902968366
overlastgevende,expats,0.5652205458699915
overlastgevende,immigrant,0.20958292974075818
overlastgevende,immigranten,0.46770992646132425
overlastgevende,irakees,0.30375348107728983
overlastgevende,irakezen,0.4152648680890476
overlastgevende,marokkaan,0.15948653793077905
overlastgevende,marokkanen,0.5936959131683401
overlastgevende,migrant,0.2064056973097693
overlastgevende,migranten,0.45683804809038514
overlastgevende,moslim,0.263402996630522
overlastgevende,moslims,0.40618982922503644
overlastgevende,nederlander,-0.15689742479269267
overlastgevende,nederlanders,0.18010534434771996
overlastgevende,somalier,0.2194799921708001
overlastgevende,somaliers,0.43305652682591267
overlastgevende,surinamer,0.16056114407758132
overlastgevende,surinamers,0.6159469888778152
overlastgevende,syrier,0.27298998374801053
overlastgevende,syriers,0.41980302060329433
overlastgevende,turk,0.18362581407720627
overlastgevende,turken,0.3461829078002683
overlastgevende,vluchteling,0.28445276072404957
overlastgevende,vluchtelingen,0.39879857336654145
overlastgevende,westers,0.06079131323509503
probleemjongeren,afgaan,-0.03472046464752923
probleemjongeren,afghanen,0.625409463607294
probleemjongeren,allochtonen,0.6641232489873494
probleemjongeren,allochtoon,0.29968922737437553
probleemjongeren,antilliaan,0.3239221893618721
probleemjongeren,antillianen,0.7475393858411647
probleemjongeren,arabier,0.31788055884381183
probleemjongeren,arabieren,0.43583920646344376
probleemjongeren,belg,-0.002222101720801596
probleemjongeren,belgen,0.25594185720954593
probleemjongeren,christen,0.2222022892413233
probleemjongeren,christenen,0.4777318711302057
probleemjongeren,duitser,-0.003629141208084826
probleemjongeren,duitsers,0.2361485379972087
probleemjongeren,expat,0.33844530108117465
probleemjongeren,expats,0.6384311872738991
probleemjongeren,immigrant,0.38971515255546846
probleemjongeren,immigranten,0.6272434662782607
probleemjongeren,irakees,0.38081104031467716
probleemjongeren,irakezen,0.5150588179457563
probleemjongeren,marokkaan,0.32461121057398884
probleemjongeren,marokkanen,0.6202477813834745
probleemjongeren,migrant,0.3807297038961036
probleemjongeren,migranten,0.6028778513769593
probleemjongeren,moslim,0.3639825111476791
probleemjongeren,moslims,0.5512316378202651
probleemjongeren,nederlander,0.06910332783956183
probleemjongeren,nederlanders,0.43584516914728066
probleemjongeren,somalier,0.2908813187687028
probleemjongeren,somaliers,0.3209649726814675
probleemjongeren,surinamer,0.2892658013656918
probleemjongeren,surinamers,0.5769590122453117
probleemjongeren,syrier,0.28686058623197785
probleemjongeren,syriers,0.4260430682559989
probleemjongeren,turk,0.2961304449572157
probleemjongeren,turken,0.47555125138554794
probleemjongeren,vluchteling,0.43576715482139083
probleemjongeren,vluchtelingen,0.5704852995727316
probleemjongeren,westers,0.09490546430298497
stoffig,afgaan,0.07175457959830255
stoffig,afghanen,-0.02351104206567494
stoffig,allochtonen,-0.050900269514335204
stoffig,allochtoon,0.2669338916183437
stoffig,antilliaan,0.16958083509556884
stoffig,antillianen,0.03284428445490696
stoffig,arabier,0.3878661282648077
stoffig,arabieren,-0.0472654561550526
stoffig,belg,-0.02415028462099754
stoffig,belgen,-0.0826804597845835
stoffig,christen,0.0474667361771128
stoffig,christenen,0.016055693554826854
stoffig,duitser,0.019568589137842964
stoffig,duitsers,-0.03763985906199467
stoffig,expat,0.32305759386374033
stoffig,expats,-0.007358608380598555
stoffig,immigrant,0.238657610187468
stoffig,immigranten,-0.1139937531725382
stoffig,irakees,0.2772174666371851
stoffig,irakezen,-0.13998790176931916
stoffig,marokkaan,0.11139969782724071
stoffig,marokkanen,-0.051919941753805085
stoffig,migrant,0.16039399558617762
stoffig,migranten,-0.07809776456473322
stoffig,moslim,-0.03258566652321904
stoffig,moslims,-0.06036504782816449
stoffig,nederlander,0.01804296019962811
stoffig,nederlanders,-0.01503982689015453
stoffig,somalier,0.20511539532781825
stoffig,somaliers,0.36387832877269916
stoffig,surinamer,0.29948215570527503
stoffig,surinamers,0.044146393140629646
stoffig,syrier,0.2553658669242964
stoffig,syriers,0.2776672733586396
stoffig,turk,0.1186265968987478
stoffig,turken,-0.08676302563016769
stoffig,vluchteling,0.08190262521052011
stoffig,vluchtelingen,-0.09853482504785369
stoffig,westers,0.6005112624874724
straatarm,afgaan,-0.09345138708761944
straatarm,afghanen,0.21115655761414567
straatarm,allochtonen,0.07678671008160531
straatarm,allochtoon,0.37492240752793204
straatarm,antilliaan,0.3570872467737308
straatarm,antillianen,0.2794920310000263
straatarm,arabier,0.5196328684794131
straatarm,arabieren,0.3157831079900403
straatarm,belg,0.07010025327974523
straatarm,belgen,0.05284976244764177
straatarm,christen,0.24983592057174087
straatarm,christenen,0.39032815803716375
straatarm,duitser,0.15121268647614403
straatarm,duitsers,0.1291607970599595
straatarm,expat,0.5255265517104293
straatarm,expats,0.18916607746538003
straatarm,immigrant,0.4536112837369769
straatarm,immigranten,0.22358311433700756
straatarm,irakees,0.45960752047712355
straatarm,irakezen,0.19662488317258048
straatarm,marokkaan,0.3025204459052654
straatarm,marokkanen,0.15318946857634558
straatarm,migrant,0.44764958928592874
straatarm,migranten,0.19790716647828976
straatarm,moslim,0.34753742922210745
straatarm,moslims,0.1674845338252216
straatarm,nederlander,0.12423624405230924
straatarm,nederlanders,0.0492678419109949
straatarm,somalier,0.49683020682589396
straatarm,somaliers,0.5602083287440569
straatarm,surinamer,0.40410895805332947
straatarm,surinamers,0.29245252812747013
straatarm,syrier,0.5280599443045575
straatarm,syriers,0.48038494963422956
straatarm,turk,0.364462794538678
straatarm,turken,0.17828919288847794
straatarm,vluchteling,0.47563926425018854
straatarm,vluchtelingen,0.18575354470738026
straatarm,westers,0.6116291610524078
verslaafden,afgaan,0.04338354595372324
verslaafden,afghanen,0.692384464605093
verslaafden,allochtonen,0.6640289240561034
verslaafden,allochtoon,0.33167573063319855
verslaafden,antilliaan,0.16898381633672976
verslaafden,antillianen,0.6758956680052717
verslaafden,arabier,0.24577978860494232
verslaafden,arabieren,0.5405012508650069
verslaafden,belg,-0.1210447118497284
verslaafden,belgen,0.28846577228718845
verslaafden,christen,0.04127605667041077
verslaafden,christenen,0.5543354171322794
verslaafden,duitser,-0.10369105264698264
verslaafden,duitsers,0.29628352267907926
verslaafden,expat,0.3005518983075464
verslaafden,expats,0.7189385471413331
verslaafden,immigrant,0.3255646455736845
verslaafden,immigranten,0.6896747454093474
verslaafden,irakees,0.331905412732684
verslaafden,irakezen,0.6308268429013251
verslaafden,marokkaan,0.2934885120311265
verslaafden,marokkanen,0.6617797488480213
verslaafden,migrant,0.3123420309478119
verslaafden,migranten,0.6763362934072104
verslaafden,moslim,0.304156578808942
verslaafden,moslims,0.5443575979086483
verslaafden,nederlander,0.06960226331504946
verslaafden,nederlanders,0.5440889472646822
verslaafden,somalier,0.1683315608549659
verslaafden,somaliers,0.31112004159843304
verslaafden,surinamer,0.22065109455556955
verslaafden,surinamers,0.631009969778683
verslaafden,syrier,0.16227254500451033
verslaafden,syriers,0.3420097675683351
verslaafden,turk,0.24915056002791228
verslaafden,turken,0.5001515881646503
verslaafden,vluchteling,0.3993972282647619
verslaafden,vluchtelingen,0.6807283087215656
verslaafden,westers,0.03961170434638289
zwerver,afgaan,0.060305590202549164
zwerver,afghanen,-0.016100042835283858
zwerver,allochtonen,-0.13607238218670298
zwerver,allochtoon,0.21969740068498378
zwerver,antilliaan,0.7274585736335796
zwerver,antillianen,0.055864989893717264
zwerver,arabier,0.639881839504147
zwerver,arabieren,-0.023537650933790528
zwerver,belg,0.5918607733796382
zwerver,belgen,-0.021594976107254343
zwerver,christen,0.07437124183111586
zwerver,christenen,0.03034036787684724
zwerver,duitser,0.5962647081997051
zwerver,duitsers,0.03929086538958139
zwerver,expat,0.30477778704470326
zwerver,expats,-0.09661417490343356
zwerver,immigrant,0.5826649432373419
zwerver,immigranten,0.01702045831613616
zwerver,irakees,0.659120615916602
zwerver,irakezen,0.07614651827091205
zwerver,marokkaan,0.7470493973073186
zwerver,marokkanen,0.07855864686309842
zwerver,migrant,0.3925041300912203
zwerver,migranten,-0.10506754726326414
zwerver,moslim,0.3178593835048619
zwerver,moslims,0.003941657584129905
zwerver,nederlander,0.6023347666270151
zwerver,nederlanders,0.048376178960885904
zwerver,somalier,0.49463637993501564
zwerver,somaliers,0.17139982968631973
zwerver,surinamer,0.7328599996082956
zwerver,surinamers,0.021930895498271492
zwerver,syrier,0.45807855057159397
zwerver,syriers,0.2507026458673194
zwerver,turk,0.7103341644759555
zwerver,turken,0.0021879681980530655
zwerver,vluchteling,0.4085718502004416
zwerver,vluchtelingen,-0.006825462600905996
zwerver,westers,0.16716086076131362
zwervers,afgaan,0.08438615946227215
zwervers,afghanen,0.6194782380691695
zwervers,allochtonen,0.5523234668850452
zwervers,allochtoon,0.28403792111785797
zwervers,antilliaan,0.17465259123845445
zwervers,antillianen,0.6430950004450416
zwervers,arabier,0.24769701136721986
zwervers,arabieren,0.5129292593539938
zwervers,belg,-0.15364732689687877
zwervers,belgen,0.3461451481312374
zwervers,christen,0.02041006960721963
